Absolute URL,Name,ID,Ingredients
https://www.traderjoes.com/home/products/pdp/organic-black-pepper-barilotti-pasta-080436,Organic Black Pepper Barilotti Pasta,organic-black-pepper-barilotti-pasta-080436,"ORGANIC DURUM WHEAT SEMOLINA
WATER
ORGANIC BLACK PEPPER
CONTAINS WHEAT.
MAY CONTAIN EGG, SOY."
https://www.traderjoes.com/home/products/pdp/crunchy-sesame-sunflower-seeds-pepitas-salsa-macha-080795,Crunchy Sesame Sunflower Seeds Pepitas Salsa Macha,crunchy-sesame-sunflower-seeds-pepitas-salsa-macha-080795,"OLIVE OIL
SESAME SEEDS
SUNFLOWER SEEDS
PEPITAS
GARLIC POWDER
DRIED PEQUIN CHILE PEPPER
SALT
CONTAINS SESAME.
MAY CONTAIN PEANUT AND ALMOND."
https://www.traderjoes.com/home/products/pdp/mini-cinnamon-sugar-cookies-079788,Mini Cinnamon Sugar Cookies,mini-cinnamon-sugar-cookies-079788,"WHEAT FLOUR, SUGAR, PALM OIL, WATER, SOYBEAN OIL, CINNAMON, EGGS, NATURAL FLAVORS, SALT, BAKING SODA, SOY LECITHIN (EMULSIFIER).
CONTAINS EGG, SOY, WHEAT."
https://www.traderjoes.com/home/products/pdp/all-butter-apricot-shortbread-cookies-080743,All Butter Apricot Shortbread Cookies,all-butter-apricot-shortbread-cookies-080743,"WHEAT FLOUR, BUTTER (PASTEURIZED CREAM, SALT), SUGAR, FREEZE DRIED APRICOTS, CONTAINS 2% OR LESS OF WHOLE MILK POWDER, VANILLA EXTRACT (ETHYL ALCOHOL, WATER, VANILLA BEAN EXTRACTIVES), APRICOT JUICE CONCENTRATE, CITRIC ACID (ACIDULANT), NATURAL FLAVOR, SOY LECITHIN (EMULSIFIER), LEMON JUICE CONCENTRATE, SEA SALT, BAKING SODA.
CONTAINS MILK, SOY, WHEAT.
MAY CONTAIN EGG, SESAME, ALMOND, COCONUT, HAZELNUT, PECAN, PISTACHIO, WALNUT."
https://www.traderjoes.com/home/products/pdp/dark-chocolate-covered-cashews-077512,Dark Chocolate Covered Cashews,dark-chocolate-covered-cashews-077512,"CASHEWS, SUGAR, UNSWEETENED CHOCOLATE PROCESSED WITH ALKALI, COCOA BUTTER, WHOLE MILK POWDER, CARAMEL POWDER (SKIM MILK POWDER, WHEY POWDER, SUGAR, MILKFAT, NATURAL VANILLA FLAVOR), SKIM MILK POWDER, MILKFAT, SEA SALT, CARAMELIZED SUGAR, TAPIOCA DEXTRIN, CONFECTIONERS SHELLAC, SOY LECITHIN (EMULSIFIER), NATURAL VANILLA FLAVOR, SUNFLOWER LECITHIN (EMULSIFIER), UNSWEETENED CHOCOLATE, SALT.
CONTAINS MILK, SOY, CASHEW.
MAY CONTAIN EGG, WHEAT, PEANUT, ALMONDS, COCONUT, HAZELNUT, MACADAMIA NUT, PECANS, PISTACHIO, WALNUT."
https://www.traderjoes.com/home/products/pdp/organic-ranch-dressing-056051,Organic Ranch Dressing,organic-ranch-dressing-056051,"WATER, ORGANIC SOYBEAN OIL, ORGANIC CANE SUGAR, ORGANIC DISTILLED VINEGAR, ORGANIC EGG YOLK, ORGANIC BUTTERMILK BLEND (ORGANIC BUTTERMILK POWDER, ORGANIC NONFAT MILK POWDER), SALT, LESS THAN 2% ORGANIC GARLIC POWDER, LACTIC ACID, ORGANIC ONION POWDER, XANTHAN GUM, ORGANIC GARLIC PUREE, ORGANIC BLACK PEPPER, ORGANIC ONION PUREE, ORGANIC GROUND MUSTARD SEED, ORGANIC LEMON JUICE FROM CONCENTRATE, CITRIC ACID, ORGANIC PARSLEY, ORGANIC OREGANO.
CONTAINS MILK, EGG, SOY."
https://www.traderjoes.com/home/products/pdp/organic-apple-strawberry-fruit-sauce-crushers-055010,Organic Apple Strawberry Fruit Sauce Crushers,organic-apple-strawberry-fruit-sauce-crushers-055010,"*Product ingredients, nutrition and allergen values may vary by region, please review packaging in-store for current details."
https://www.traderjoes.com/home/products/pdp/uncured-pepperoni-pizza-079898,Uncured Pepperoni Pizza,uncured-pepperoni-pizza-079898,"WHEAT FLOUR, WATER, TOMATO PUREE, LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE (MILK, SALT, CHEESE CULTURES, MICROBIAL ENZYME), UNCURED PEPPERONI, NO NITRATES OR NITRITES ADDED† (PORK, PORK FAT, SALT, DEXTROSE, PAPRIKA, BLACK PEPPER, PAPRIKA EXTRACT, ONION POWDER, CORIANDER POWDER, GARLIC POWDER, CHILI POWDER, BEET ROOT POWDER [COLOR], ACEROLA CHERRY POWDER, DRIED ROSEMARY, DRIED OREGANO), PROVOLONE CHEESE (MILK, SALT, MICROBIAL ENZYME), PARMIGIANO REGGIANO CHEESE (MILK, SALT, ANIMAL RENNET), SUNFLOWER OIL, TOMATO PASTE, PECORINO ROMANO CHEESE (SHEEP'S MILK, SALT, CHEESE CULTURE, ANIMAL RENNET), SALT, YEAST, GARLIC POWDER, BASIL, BLACK PEPPER., † EXCEPT FOR THOSE NATURALLY OCCURING IN BEET ROOT POWDER.
CONTAINS MILK, WHEAT.
MAY CONTAIN SOY."
https://www.traderjoes.com/home/products/pdp/chocolate-vanilla-creme-joe-joes-4-pk-081428,Chocolate Vanilla Creme Joe-Joe's 4 pk,chocolate-vanilla-creme-joe-joes-4-pk-081428,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), POWDERED SUGAR (CANE SUGAR, CORNSTARCH), SUGAR, PALM OIL, COCOA POWDER PROCESSED WITH ALKALI, CANOLA OIL, INVERT SUGAR, CORNSTARCH, NATURAL FLAVORS, SODIUM BICARBONATE, SEA SALT, SOY LECITHIN, VANILLA BEAN SPECKS, AMMONIUM BICARBONATE.
CONTAINS SOY, WHEAT.
MAY CONTAIN MILK, EGG, COCONUT."
https://www.traderjoes.com/home/products/pdp/vanilla-hold-the-cone-mini-ice-cream-cones-057185,Vanilla Hold the Cone! Mini Ice Cream Cones,vanilla-hold-the-cone-mini-ice-cream-cones-057185,"VANILLA ICE CREAM (MILK, CREAM, CANE SUGAR [ADDED SUGAR], CONDENSED SKIM MILK, WHEY, EGG YOLKS, GUAR GUM, LOCUST BEAN GUM, CARRAGEENAN)
MINI CONE (UNBLEACHED WHEAT FLOUR, SUGAR, SOYBEAN OIL, SOY LECITHIN, SALT)
COATING (CANE SUGAR, COCONUT OIL, UNSWEETENED CHOCOLATE, COCOA PROCESSED WITH ALKALI, CALCIUM CARBONATE, COCOA BUTTER, SOY LECITHIN, NATURAL VANILLA FLAVOR)
COCONUT OIL
NATURAL VANILLA FLAVOR
CONTAINS MILK, EGG, SOY, WHEAT, COCONUT."
https://www.traderjoes.com/home/products/pdp/hot-honey-popcorn-081527,Hot Honey Popcorn,hot-honey-popcorn-081527,"SUGAR, POPCORN, COCONUT OIL, SUNFLOWER OIL, CLARIFIED BUTTER (CREAM [MILK]), SWEET CREAM SOLIDS, SEA SALT, HONEY POWDER (MALTODEXTRIN, HONEY SOLIDS), NATURAL FLAVORS, YEAST EXTRACT, SUNFLOWER LECITHIN (EMULSIFIER), CANOLA OIL, CAYENNE PEPPER, RICE HULL FIBER, SAFFLOWER OIL, ROSEMARY EXTRACT (TO PRESERVE), BETA-CAROTENE (COLOR).
CONTAINS MILK.
MAY CONTAIN ALMOND, PECAN."
https://www.traderjoes.com/home/products/pdp/strawberry-ice-cream-081732,Strawberry Ice Cream,strawberry-ice-cream-081732,"CREAM, MILK, CANE SUGAR, NONFAT MILK, STRAWBERRIES, WATER, EGG YOLKS, CONTAINS 1% OR LESS OF PECTIN, FRUIT AND VEGETABLE JUICE (COLOR), CITRIC ACID (ACIDULANT), CALCIUM CHLORIDE, NATURAL FLAVOR, CORNSTARCH, CAROB BEAN GUM, GUAR GUM.
CONTAINS MILK, EGG."
https://www.traderjoes.com/home/products/pdp/fruit-jellies-candy-080072,Fruit Jellies Candy,fruit-jellies-candy-080072,"SUGAR, GLUCOSE SYRUP (CORN, WHEAT), WATER, PECTIN, APPLE JUICE CONCENTRATE, PEAR JUICE CONCENTRATE, PEACH JUICE CONCENTRATE, CHERRY JUICE CONCENTRATE, NATURAL FLAVORS, CHERRY PUREE, MANGO PUREE, PEACH PUREE, PEAR PUREE, CITRIC ACID (ACIDIFIER), POTASSIUM CITRATE, COLOR ADDED (SPIRULINA EXTRACT, FRUIT JUICE, PAPRIKA EXTRACT).
CONTAINS WHEAT.
MAY CONTAIN MILK, EGG, SOY, PEANUT, ALMOND, BRAZIL NUT, CASHEW, HAZELNUT, PECAN, PISTACHIO."
https://www.traderjoes.com/home/products/pdp/crunchy-milk-chocolate-sea-salt-thins-079074,Crunchy Milk Chocolate & Sea Salt Thins,crunchy-milk-chocolate-sea-salt-thins-079074,"COCOA BUTTER
SUGAR
WHOLE MILK POWDER
UNSWEETENED CHOCOLATE
CARAMELIZED CANDY BITS (GLUCOSE SYRUP [WHEAT, CORN], SUGAR, BAKING SODA)
SEA SALT
CONTAINS MILK, WHEAT."
https://www.traderjoes.com/home/products/pdp/bacon-cheddar-051633,Bacon Cheddar,bacon-cheddar-051633,"CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ANIMAL RENNET)
BACON (PORK, WATER, SEA SALT, TURBINADO SUGAR, CULTURED CELERY POWDER, MAPLE SYRUP)
TRISODIUM CITRATE
CONTAINS MILK"
https://www.traderjoes.com/home/products/pdp/frosted-flakes-cereal-094662,Frosted Flakes Cereal,frosted-flakes-cereal-094662,"CORN, SUGAR, GLUCOSE SYRUP (WHEAT AND CORN), BARLEY MALT EXTRACT, SALT, MONO- AND DIGLYCERIDES OF FATTY ACIDS, ASCORBIC ACID (VITAMIN C), NICOTINAMIDE (VITAMIN B3), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMINE MONONITRATE (VITAMIN B1), RETINYL ACETATE (VITAMIN A), FOLIC ACID, CYANOCOBALAMIN (VITAMIN B12), CHOLECALCIFEROL (VITAMIN D).
CONTAINS WHEAT.
MAY CONTAIN TRACES OF MILK, SOY."
https://www.traderjoes.com/home/products/pdp/organic-corn-flakes-cereal-092331,Organic Corn Flakes Cereal,organic-corn-flakes-cereal-092331,"ORGANIC CORN GRITS
ORGANIC CANE SUGAR
ORGANIC MALTED BARLEY EXTRACT
SEA SALT
ORGANIC SUNFLOWER LECITHIN
MAY CONTAIN TRACES OF MILK, SOY, WHEAT."
https://www.traderjoes.com/home/products/pdp/fresh-mozzarella-cheese-log-061445,Fresh Mozzarella Cheese Log,fresh-mozzarella-cheese-log-061445,"*Product ingredients, nutrition and allergen values may vary by region, please review packaging in-store for current details.
CONTAINS MILK."
https://www.traderjoes.com/home/products/pdp/popcorn-in-a-pickle-055428,Popcorn In a Pickle,popcorn-in-a-pickle-055428,"POPCORN
VEGETABLE OIL (SUNFLOWER AND/OR CANOLA OIL)
DILL PICKLE SEASONING (MALTODEXTRIN, SALT, CITRIC ACID [ACIDULANT], VINEGAR POWDER, NATURAL FLAVOR, DILL WEED)."
https://www.traderjoes.com/home/products/pdp/mandarin-orange-chicken-066563,Mandarin Orange Chicken,mandarin-orange-chicken-066563,"BATTERED CHICKEN DARK MEAT CHUNKS (CHICKEN DARK MEAT, WATER, CORN STARCH, FLOUR [UNBLEACHED ENRICHED WHEAT FLOUR, BARLEY FLOUR, NIACIN, IROON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], WHOLE EGGS, VEGETABLE OIL, SALT, WHITE PEPPER, GREEN ONION, GARLIC, GINGER)
SAUCE (SUGAR, WATER, VINEGAR, LIGHT SOY SAUCE [SOYBEAN, WATER, SALT, WHEAT FLOUR], MODIFIED FOOD STARCH, DARK SOY SAUCE [SOYBEAN, WATER, STRAW MUSHROOM EXTRACTIVES, SALT, WHEAT FLOUR], GARLIC, GREEN ONIONS, GINGER, WHITE PEPPER, SAKE, MANDARIN ORANGE PEEL, ORANGE JUICE, RED CHILE), SOYBEAN OIL"
https://www.traderjoes.com/home/products/pdp/deli-sandwich-style-potato-chips-080153,Deli Sandwich Style Potato Chips,deli-sandwich-style-potato-chips-080153,"POTATOES, VEGETABLE OIL (SUNFLOWER AND/OR SAFFLOWER OIL), VEGETARIAN DELI STYLE SEASONING (MALTODEXTRIN, SALT, NATURAL FLAVOR [MILK], VINEGAR POWDER [MALTODEXTRIN, DISTILLED WHITE VINEGAR], SPICES, MUSTARD SEASONING [PREPARED MUSTARD {VINEGAR, MUSTARD SEED, SALT, TURMERIC (SPICE AND COLOR), PAPRIKA (SPICE AND COLOR)}, MALTODEXTRIN], SUGAR, YEAST EXTRACT, ONION POWDER, GARLIC POWDER, CITRIC ACID [ACIDULANT], NATURAL SMOKE FLAVOR, COLOR ADDED [TURMERIC EXTRACT, ANNATTO EXTRACT]).
CONTAINS MILK."
https://www.traderjoes.com/home/products/pdp/black-sesame-mochi-081384,Black Sesame Mochi,black-sesame-mochi-081384,"BLACK SESAME ICE CREAM (MILK, CREAM, CANE SUGAR, SKIM MILK, WHEY, EMULSIFIER AND STABILIZER BLEND [MONO- AND DIGLYCERIDES, GUAR GUM, CELLULOSE GUM, CARRAGEENAN, CANE SUGAR], SESAME SEED PASTE)
RICE DOUGH (CANE SUGAR, WATER, SWEET RICE FLOUR, TREHALOSE, CORNSTARCH, POTATO STARCH, SESAME SEED PASTE, SODIUM ALGINATE)
CONTAINS MILK, SESAME."
https://www.traderjoes.com/home/products/pdp/all-the-things-cookies-081062,All the Things Cookies,all-the-things-cookies-081062,"UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BUTTER (CREAM [MILK], SALT), CANE SUGAR, CORN FLAKES (CORN MEAL, PEAR JUICE CONCENTRATE, SEA SALT), PRETZELS (UNBLEACHED ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], MALTED BARLEY EXTRACT, SALT, SOYBEAN OIL, SODIUM HYDROXIDE [PROCESSING AID]), MARSHMALLOWS (TAPIOCA SYRUP, CANE SUGAR, WATER, TAPIOCA STARCH, CARRAGEENAN, SOY PROTEIN CONCENTRATE, NATURAL VANILLA FLAVOR), SEMISWEET CHOCOLATE CHIPS (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, SOY LECITHIN [EMULSIFIER]), CRISPY RICE (RICE FLOUR, SUGAR, SEA SALT), VANILLA EXTRACT (WATER, ETHYL ALCOHOL, VANILLA BEAN EXTRACTIVES), EGGS, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, BAKING SODA, CORNSTARCH, MONOCALCIUM PHOSPHATE), SEA SALT.
CONTAINS MILK, EGG, SOY, WHEAT.
MAY CONTAIN PEANUT, ALMOND, CASHEW, COOCNUT, MACADAMIA NUT, PECAN, PISTACHIO, WALNUT."
https://www.traderjoes.com/home/products/pdp/ode-to-the-classic-potato-chip-096695,Ode to the Classic Potato Chip,ode-to-the-classic-potato-chip-096695,"POTATOES
VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING SUNFLOWER, SAFFLOWER, OR CANOLA OIL) SEA SALT"
https://www.traderjoes.com/home/products/pdp/italian-aperitivo-medley-snack-mix-079821,Italian Aperitivo Medley Snack Mix,italian-aperitivo-medley-snack-mix-079821,"WHEAT FLOUR, SUNFLOWER OIL, WHITE WINE, SEA SALT, BLACK OLIVES (BLACK OLIVES, SALT, FERROUS GLUCONATE [TO MAINTAIN COLOR]), EXTRA VIRGIN OLIVE OIL, NATURAL FLAVOR, YEAST, DRIED ROSEMARY, MALTED WHEAT FLOUR.
CONTAINS WHEAT.
MAY CONTAIN MILK, SOY, SESAME."
https://www.traderjoes.com/home/products/pdp/fried-shallots-077785,Fried Shallots,fried-shallots-077785,"SHALLOTS
PALM OIL."
https://www.traderjoes.com/home/products/pdp/shropshire-blue-english-cheese-081063,Shropshire Blue English Cheese,shropshire-blue-english-cheese-081063,"PASTEURIZED MILK, SALT, PENICILLIUM ROQUEFORTI, MICROBIAL ENZYME, ANNATTO EXTRACT (FOR COLOR), CHEESE CULTURES.
CONTAINS MILK."
https://www.traderjoes.com/home/products/pdp/mini-pretzel-twists-080421,Mini Pretzel Twists,mini-pretzel-twists-080421,"UNBLEACHED WHEAT FLOUR
MALTED BARLEY FLOUR
SUNFLOWER OIL
SALT
SODIUM HYDROXIDE (PROCESSING AID)
YEAST
CONTAINS WHEAT."
https://www.traderjoes.com/home/products/pdp/korean-japchae-fried-rice-079732,Korean Japchae Fried Rice,korean-japchae-fried-rice-079732,"WHITE RICE, SWEET POTATO GLASS NOODLES (WATER, SWEET POTATO STARCH), SAUCE (SOY SAUCE [WATER, DEFATTED SOY GRITS, SEA SALT, WHEAT], SUGAR, CORN SYRUP, FRUCTOSE, YEAST EXTRACT, WATER, BLACK PEPPER), SHIITAKE MUSHROOM, CARROT, ONION, GREEN BELL PEPPER, RED BELL PEPPER, GREEN CABBAGE, SPINACH, GREEN ONION, GARLIC, CANOLA OIL, SESAME OIL, SUGAR, SALT.
CONTAINS SOY, SESAME, WHEAT."
https://www.traderjoes.com/home/products/pdp/watermelon-freeze-dried-candies-080796,Watermelon Freeze Dried Candies,watermelon-freeze-dried-candies-080796,"SUGAR
CORN SYRUP
CITRIC ACID (ACIDULANT)
BAKING SODA
TARTARIC ACID
NATURAL FLAVORS
COLOR ADDED (SPIRULINA EXTRACT, PAPRIKA, VEGETABLE JUICE, TURMERIC, FRUIT JUICE)
MONOGLYCERIDES"
https://www.traderjoes.com/home/products/pdp/fruitful-medley-054991,Fruitful Medley,fruitful-medley-054991,"CANTALOUPE
PINEAPPLE
HONEYDEW MELON
RED SEEDLESS GRAPES
*Product ingredients, nutrition and allergen values may vary by region, please review packaging in-store for current details."
https://www.traderjoes.com/home/products/pdp/organic-baby-red-butter-lettuce-baby-arugula-080626,Organic Baby Red Butter Lettuce & Baby Arugula,organic-baby-red-butter-lettuce-baby-arugula-080626,"ORGANIC BABY RED BUTTER LETTUCE
ORGANIC BABY ARUGULA"
https://www.traderjoes.com/home/products/pdp/fair-trade-turbinado-raw-cane-sugar-097210,Fair Trade Turbinado Raw Cane Sugar,fair-trade-turbinado-raw-cane-sugar-097210,TURBINADO RAW CANE SUGAR
https://www.traderjoes.com/home/products/pdp/mango-pineapple-pico-de-gallo-salsa-082077,Mango Pineapple Pico de Gallo Salsa,mango-pineapple-pico-de-gallo-salsa-082077,"TOMATO
YELLOW ONION
MANGO
PINEAPPLE
JALAPENO PEPPERS
LIME JUICE
CILANTRO
SALT"
https://www.traderjoes.com/home/products/pdp/strawberry-watermelon-marshmallows-080470,Strawberry & Watermelon Marshmallows,strawberry-watermelon-marshmallows-080470,"GLUCOSE-FRUCTOSE SYRUP, SUGAR, WATER, BOVINE GELATIN, CORNSTARCH, COLOR ADDED (VEGETABLE JUICE, SPIRULINA EXTRACT, TURMERIC), NATURAL FLAVORS, STRAWBERRY POWDER (STRAWBERRY PUREE CONCENTRATE, MALTODEXTRIN), WATERMELON POWDER (MALTODEXTRIN, WATERMELON JUICE CONCENTRATE, CITRIC ACID [ACIDIFIER])."
https://www.traderjoes.com/home/products/pdp/chocolate-croissants-073162,Chocolate Croissants,chocolate-croissants-073162,"UNBLEACHED WHEAT FLOUR (WHEAT FLOUR, ENZYME), WATER, BUTTER (CREAM [MILK], NATURAL FLAVOR), SEMISWEET CHOCOLATE (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, ANHYDROUS DEXTROSE, SOY LECITHIN [EMULSIFIER], NATURAL FLAVOR), SUGAR, MILK POWDER, YEAST, SALT, MILK PROTEIN, DOUGH CONDITIONER (XANTHAN GUM, DEACTIVATED YEAST, ASCORBIC ACID), GUAR GUM, ENZYMES.
CONTAINS MILK, SOY, WHEAT."
https://www.traderjoes.com/home/products/pdp/strawberries-cream-cloud-cake-079658,Strawberries & Cream Cloud Cake,strawberries-cream-cloud-cake-079658,"HEAVY CREAM, WATER, STRAWBERRIES, SUGAR, STRAWBERRY SAUCE (WATER, SUGAR, GLUCOSE-FRUCTOSE SYRUP, STRAWBERRIES, MODIFIED CORNSTARCH, CITRIC ACID [ACIDIFIER], FRUIT JUICE [COLOR], PECTIN, TRISODIUM CITRATE, NATURAL FLAVOR), EGG, WHEAT FLOUR, POTATO STARCH, CONTAINS 2% OR LESS OF COCONUT OIL, MODIFIED CORNSTARCH, MONO- AND DIGLYCERIDES OF FATTY ACIDS, GLUCOSE SYRUP, DISODIUM DIPHOSPHATE, SODIUM BICARBONATE, NONFAT DRY MILK, CAROB BEAN GUM, SODIUM CASEINATE, HAZELNUT, ALMOND, SALT, NATURAL FLAVORS, WHEAT MALT, BETA CAROTENE (COLOR), ASCORBIC ACID (DOUGH CONDITIONER).
CONTAINS MILK, EGG, WHEAT, ALMOND, HAZELNUT."
